monthly_income,collateral_value,loan_amount,collateral_debt,verified_restriction,dishonored_checks,expired_debts,banking_debts,commercial_debts,protests,informed_restriction,monthly_payment,auto_brand,auto_model,auto_year,form_completed,sent_to_analysis,channel,landing_page,landing_page_product,utm_term
4300.0,22000.0,5000.0,,0.0,0,0,0,0,0,0.0,208.33,Renault,SANDERO Expression Hi-Flex 1.6 8V 5p,2012.0,0.0,0.0,display,/emprestimos/solicitar,PersonalLoan,
6000.0,12000.0,5000.0,,0.0,0,0,0,0,0,0.0,333.33,GM - Chevrolet,Celta Life 1.0 MPFI VHC 8V 3p,2005.0,1.0,0.0,search,/,HomePage,
7000.0,21000.0,18900.0,3650.0,0.0,0,0,0,0,0,0.0,1260.0,Renault,LOGAN Expres./Exp. UP Hi-Flex 1.0 16V 4p,2012.0,0.0,0.0,search,/,HomePage,
3750.0,7800.0,7020.0,0.0,1.0,0,0,1,1,0,1.0,292.5,Fiat,Uno Mille/ Mille EX/ Smart 4p,1998.0,1.0,0.0,search,/emprestimo/garantia-veiculo,AutoRefinancing,c
12000.0,30000.0,25000.0,0.0,1.0,0,0,0,0,0,1.0,849.84,GM - Chevrolet,Astra Advantage 2.0 MPFI 8V FlexPower 5p,2010.0,1.0,0.0,display,/,HomePage,c
1850.0,29800.0,10000.0,12000.0,0.0,0,0,0,0,0,0.0,439.1,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2011.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,c
5000.0,20000.0,18000.0,0.0,0.0,0,0,0,0,0,0.0,582.36,VW - VolksWagen,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p,2008.0,0.0,0.0,remarketing,/emprestimos/garantia-veiculo/solicitar,,c
2500.0,26900.0,5000.0,,0.0,0,0,0,0,0,0.0,344.33,GM - Chevrolet,Vectra GT 2.0 MPFI 8V FlexPower Mec.,2008.0,1.0,0.0,search,/emprestimos/solicitar,PersonalLoan,c
3669.0,28000.0,15000.0,,0.0,0,0,0,0,0,0.0,838.69,Ford,Fiesta 1.6 16V Flex Mec. 5p,2013.0,0.0,0.0,referral,/emprestimos,,
2980.0,20000.0,18000.0,5670.0,0.0,0,0,0,0,0,0.0,789.6,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2013.0,0.0,0.0,search,/,HomePage,c
3000.0,60000.0,6000.0,,0.0,0,0,0,0,0,0.0,194.12,Hyundai,HB20 Premium 1.6 Flex 16V Aut.,2014.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
7500.0,24000.0,20000.0,,0.0,0,0,0,0,0,0.0,833.33,Peugeot,206 SW ESCAPADE 1.6 16v Flex 5p,2008.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,c
1950.0,70000.0,5000.0,3000.0,1.0,0,0,1,0,0,0.0,279.56,Mercedes-Benz,Sprinter 413 Furgão Longo T.Alto Diesel,2005.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
6500.0,37408.0,29926.0,,0.0,0,0,0,0,0,0.0,1017.29,Citroën,AIRCROSS Exclusive 1.6 Flex 16V 5p Mec.,2011.0,0.0,1.0,direct,/,HomePage,
2000.0,14803.0,5000.0,0.0,1.0,0,0,0,0,0,,,GM - Chevrolet,Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p,2005.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
4034.0,14000.0,12600.0,,0.0,0,0,0,0,0,0.0,692.72,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 3p,2008.0,0.0,1.0,search,/emprestimos/garantia-veiculo/solicitar,,c
6000.0,20000.0,15000.0,,0.0,0,0,0,0,0,0.0,1000.0,Renault,LOGAN Expression Hi-Flex 1.6 8V 4p,2010.0,1.0,0.0,seo,/,HomePage,
1100.0,23000.0,7000.0,3000.0,0.0,0,0,0,0,0,0.0,291.67,Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,2005.0,0.0,0.0,display,/,HomePage,
6500.0,34000.0,30600.0,,0.0,0,0,0,0,0,0.0,1402.5,VW - VolksWagen,Polo 1.6 E-Flex 8V 5p,2013.0,0.0,1.0,referral,/,HomePage,
1700.0,33000.0,11600.0,0.0,0.0,0,0,0,0,0,0.0,508.85,Fiat,Palio Celebration 1.0 Fire Flex 8V 4p,2014.0,0.0,0.0,display,/emprestimos/garantia-veiculo/solicitar,,c
2150.0,13000.0,5000.0,0.0,0.0,0,0,0,0,0,0.0,552.67,SHINERAY,SY6390 A9 PVANS,2012.0,0.0,0.0,direct,/cartoes/credito/daycoval/daycoval-corporate-card-mastercard,Cards,
2400.0,14323.0,7000.0,0.0,0.0,0,0,0,0,0,,,GM - Chevrolet,Celta Super 1.0 MPFI 8V FlexPower 5p,2006.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
7000.0,40000.0,36000.0,0.0,0.0,0,0,0,0,0,1.0,1579.2,GM - Chevrolet,Corsa Sed Class.Super 1.0/1.0 FlexPower,2009.0,0.0,0.0,display,/emprestimos/garantia-veiculo/solicitar,,c
3000.0,24000.0,20516.72,23000.0,1.0,0,0,1,0,1,1.0,697.44,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2011.0,0.0,0.0,seo,/,HomePage,
11000.0,25000.0,22500.0,,0.0,0,0,0,0,0,0.0,1031.25,VW - VolksWagen,Golf 1.6 Mi Total Flex 8V 4p,2011.0,0.0,1.0,seo,/,HomePage,
3000.0,17000.0,10000.0,0.0,0.0,0,0,0,0,0,0.0,375.58,GM - Chevrolet,Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p,2007.0,0.0,1.0,,,,
21500.0,50000.0,45000.0,35000.0,0.0,0,0,0,0,0,0.0,1974.0,GM - Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2012.0,0.0,0.0,seo,/emprestimos,,
2000.0,39000.0,8500.0,,0.0,0,0,0,0,0,0.0,585.37,GM - Chevrolet,AGILE LTZ 1.4 MPFI 8V FlexPower 5p,2014.0,1.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
2600.0,14000.0,5000.0,,0.0,0,0,0,0,0,0.0,161.77,Renault,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2001.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
2500.0,30000.0,5000.0,0.0,0.0,0,0,0,0,0,0.0,333.33,Peugeot,307 Sed.Feline/Griff 2.0/2.0 Flex 4p Aut,2009.0,1.0,1.0,search,/emprestimos/solicitar,PersonalLoan,
10000.0,54256.0,30000.0,,1.0,0,0,0,1,0,0.0,1019.0,Mitsubishi,L200 GL 2.5 4X4 CD Diesel,2012.0,0.0,0.0,search,/emprestimo/garantia-veiculo,AutoRefinancing,c
6000.0,35000.0,31000.0,,0.0,0,0,0,0,0,0.0,1359.87,Renault,Megane Grand Tour Dynam. Hi-Flex 1.6 16V,2012.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,c
2492.0,20000.0,10000.0,0.0,0.0,0,0,0,0,0,1.0,549.78,99,307 Sed. Presence 1.6 Flex 16V 4p,2007.0,0.0,0.0,search,/emprestimos/garantia-veiculo/solicitar,,m
5000.0,29270.0,22000.0,16500.0,0.0,0,0,0,0,0,0.0,747.86,GM - Chevrolet,Vectra EXPRESSION 2.0 MPFI FlexPower Mec,2010.0,1.0,0.0,direct,/blog/artigos/emprestimos/simulacao-para-refinanciamento-de-veiculo,,
5000.0,38000.0,20000.0,25000.0,1.0,0,0,1,1,0,1.0,647.07,Renault,SANDERO STEPWAY Hi-Flex 1.6 16V 5p,2013.0,1.0,0.0,direct,/usuarios/senha/editar,,
7600.0,20000.0,18000.0,,0.0,0,0,0,0,0,0.0,789.6,VW - VolksWagen,VOYAGE 1.6 Mi Total Flex 8V 4p,2014.0,0.0,0.0,emailaffiliates,/emprestimos/garantia-veiculo/solicitar,,
1500.0,12000.0,6534.0,,0.0,0,0,0,0,0,1.0,450.0,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2006.0,0.0,0.0,search,/emprestimo/garantia-veiculo,AutoRefinancing,c
2220.0,22000.0,15000.0,,0.0,0,0,0,0,0,0.0,509.9,Fiat,Bravo ESSENCE 1.8 Flex 16V 5p,2012.0,0.0,0.0,direct,/usuarios/entrar,,
12700.0,31000.0,27900.0,0.0,0.0,0,0,0,0,0,0.0,948.42,GM - Chevrolet,Vectra GT 2.0 MPFI 8V FlexPower Mec.,2011.0,1.0,1.0,search,/,HomePage,m
6800.0,45000.0,6500.0,,0.0,0,0,0,0,0,0.0,633.67,GM - Chevrolet,SPIN LTZ 1.8 8V Econo.Flex 5p Aut.,2013.0,0.0,0.0,display,/emprestimos/garantia-veiculo/solicitar,,
3980.0,27000.0,6000.0,,0.0,0,0,0,0,0,0.0,203.0,Ford,Fiesta Sedan SE 1.6 16V Flex 4p,2013.0,0.0,1.0,search,/emprestimos/solicitar,PersonalLoan,c
3000.0,35000.0,5000.0,,0.0,0,0,0,0,0,0.0,541.67,Fiat,Idea ESSENCE 1.6 Flex 16V 5p,2012.0,0.0,0.0,remarketing,/,HomePage,
4200.0,18000.0,10000.0,,0.0,0,0,0,0,0,0.0,974.87,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2010.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
2864.0,80000.0,19586.63,0.0,1.0,0,0,1,0,0,1.0,859.2,Honda,Civic Sedan LXR 2.0 Flexone 16V Aut. 4p,2015.0,1.0,0.0,remarketing,/emprestimos/solicitar,PersonalLoan,c
7000.0,40000.0,22000.0,0.0,1.0,0,0,1,1,0,1.0,1209.51,Honda,CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.,2010.0,0.0,0.0,search,/,HomePage,c
15000.0,50000.0,5000.0,0.0,0.0,0,0,0,0,0,0.0,541.67,GM - Chevrolet,CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,2013.0,0.0,0.0,search,/,HomePage,c
3800.0,46000.0,14000.0,,0.0,1,0,0,0,1,0.0,738.89,Honda,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Aut.,2010.0,0.0,0.0,search,/emprestimo/garantia-imovel,HomeRefinancing,c
7000.0,16600.0,10000.0,,0.0,0,0,0,0,0,0.0,323.53,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 2p,2008.0,0.0,1.0,search,/,HomePage,
15000.0,130000.0,102583.59,,1.0,1,0,0,0,0,0.0,4500.0,Ford,Mustang GT V8 Conversível,2008.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/solicitar,,
4000.0,34695.0,14000.0,0.0,0.0,0,0,0,0,0,0.0,614.13,Ford,Fiesta SE 1.6 16V Flex 5p,2013.0,1.0,1.0,search,/,HomePage,
3500.0,7000.0,5000.0,0.0,0.0,0,0,0,0,0,1.0,212.26,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro  2p,1999.0,1.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
4200.0,35000.0,19000.0,,1.0,0,0,1,0,0,1.0,791.67,GM - Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,2015.0,0.0,0.0,display,/,HomePage,m
4500.0,55000.0,32400.0,0.0,0.0,0,0,0,0,0,0.0,1350.0,Mahindra,SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4,2012.0,1.0,0.0,emailaffiliates,/emprestimos/garantia-veiculo/solicitar,,
2000.0,19500.0,12960.0,,0.0,0,0,0,0,0,0.0,419.3,Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,2011.0,0.0,1.0,search,/emprestimos/garantia-veiculo/solicitar,,
9500.0,30000.0,27000.0,,0.0,0,0,0,0,0,0.0,1125.0,GM - Chevrolet,TRACKER 2.0 16v 128cv MPFI 4x4 5p,2008.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/solicitar,,
6000.0,15000.0,13500.0,7500.0,0.0,0,0,0,0,0,0.0,929.7,Peugeot,207 Sed. Passion XR Sport 1.4 Flex 8V 4p,2010.0,1.0,0.0,search,/,HomePage,c
1300.0,37000.0,8000.0,,0.0,0,0,0,0,0,0.0,366.67,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2017.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
8000.0,55000.0,5000.0,20000.0,0.0,0,0,0,0,0,0.0,286.4,Honda,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Mec,2012.0,1.0,0.0,search,/emprestimos/garantia-veiculo/solicitar,,m
6000.0,30000.0,25000.0,,0.0,0,0,0,0,0,0.0,1721.67,Ford,Fiesta S 1.0 8V Flex 5p,2014.0,0.0,1.0,,,,
1200.0,19000.0,8206.69,0.0,0.0,0,0,0,0,0,0.0,360.0,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2010.0,1.0,0.0,direct,/usuarios/senha/editar,,
3970.0,6000.0,5000.0,,0.0,0,0,0,0,0,0.0,219.0,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2014.0,0.0,0.0,search,/,HomePage,c
6000.0,31000.0,5000.0,,0.0,0,0,0,0,0,1.0,333.33,Citroën,Xsara Picasso Exclusive 2.0 16V  Aut,2011.0,0.0,0.0,display,/,HomePage,
2500.0,28000.0,10000.0,0.0,0.0,0,0,0,0,0,0.0,323.53,GM - Chevrolet,Vectra Elegan. 2.0 MPFI 8V FlexPower Mec,2006.0,0.0,1.0,search,/,HomePage,
1800.0,17000.0,5000.0,0.0,0.0,0,0,0,0,0,0.0,219.33,Fiat,Palio Celebration 1.0 Fire Flex 8V 4p,2008.0,0.0,0.0,display,/emprestimos/solicitar,PersonalLoan,c
3500.0,15000.0,13500.0,,1.0,0,0,1,1,0,1.0,592.2,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 3p,2008.0,1.0,0.0,remarketing,/emprestimos/solicitar,PersonalLoan,c
10000.0,28000.0,10000.0,,0.0,0,0,0,0,0,0.0,416.67,Peugeot,207 XR 1.4 Flex 8V 5p,2012.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
2900.0,21000.0,16000.0,,0.0,0,0,0,0,0,0.0,576.1,GM - Chevrolet,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,2010.0,0.0,0.0,remarketing,/emprestimos/garantia-veiculo/solicitar,,
2500.0,16835.0,20000.0,0.0,0.0,0,0,0,0,0,,,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,2010.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
1500.0,15000.0,10258.36,5000.0,1.0,0,0,1,1,0,1.0,450.0,Honda,FIT Twist 1.5 Flex 16V 5p Mec.,2014.0,0.0,0.0,search,/,HomePage,m
2500.0,22000.0,18000.0,,0.0,0,0,0,0,0,0.0,582.36,Toyota,Corolla XEi 1.8/1.8 Flex 16V Aut.,2003.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/solicitar,,
6000.0,19000.0,17100.0,,0.0,0,0,0,0,0,0.0,553.24,Peugeot,206 SW ESCAPADE 1.6 16v Flex 5p,2008.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/solicitar,,
3500.0,37000.0,25000.0,185.0,0.0,0,0,0,0,0,0.0,808.83,Honda,Civic Sedan LXS 1.8/1.8 Flex 16V Mec. 4p,2008.0,0.0,0.0,direct,/,HomePage,
4500.0,42391.0,37000.0,0.0,0.0,0,0,0,0,0,,,Hyundai,HR 2.5 TCI Diesel (RS/RD),2010.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
7000.0,20000.0,18000.0,0.0,1.0,0,0,1,0,0,0.0,1778.23,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2009.0,0.0,0.0,emailaffiliates,/emprestimos/solicitar,PersonalLoan,
2500.0,17000.0,10000.0,0.0,1.0,0,0,0,1,0,0.0,559.13,Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,2007.0,0.0,0.0,display,/emprestimos/solicitar,PersonalLoan,
1300.0,17000.0,5000.0,477.0,0.0,0,0,0,0,0,0.0,333.33,Ford,KA 1.0 8V/1.0 8V ST Flex 3p,2011.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
2924.0,21000.0,18900.0,,0.0,0,0,0,0,0,0.0,866.25,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2012.0,0.0,0.0,remarketing,/emprestimos/garantia-veiculo/solicitar,,
2300.0,10000.0,9000.0,,0.0,0,0,0,0,0,1.0,394.8,Honda,Accord Sedã EX 3.5 V6 24V,2012.0,0.0,0.0,seo,/,HomePage,
2000.0,26000.0,10000.0,0.0,0.0,0,0,0,0,0,0.0,416.67,Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,2010.0,0.0,1.0,display,/emprestimos/solicitar,PersonalLoan,
14000.0,45000.0,40500.0,0.0,0.0,0,0,0,0,0,0.0,1778.37,Fiat,Doblo Adv/Adv TRYON/LOCKER 1.8 Flex,2012.0,1.0,0.0,search,/emprestimos/garantia-veiculo/solicitar,,m
10000.0,25000.0,22500.0,0.0,0.0,0,0,0,0,0,0.0,1549.5,Renault,SANDERO Authentique Hi-Flex 1.6 8V 5p,2010.0,0.0,0.0,search,/,HomePage,c
1500.0,50000.0,10258.36,6000.0,1.0,1,0,0,0,0,0.0,450.0,Fiat,Bravo T-JET 1.4 16V Turbo 5p,2013.0,0.0,0.0,search,/,HomePage,m
6000.0,48000.0,20000.0,,0.0,0,0,0,0,0,0.0,833.33,Hyundai,Santa Fe GLS 2.7 V6 4x4TipTronic,2009.0,0.0,0.0,remarketing,/emprestimos/garantia-veiculo/solicitar,,
3500.0,24000.0,10000.0,0.0,1.0,0,0,0,1,0,0.0,549.78,Fiat,Palio Week. Adv/Adv TRYON 1.8 mpi Flex,2005.0,0.0,0.0,search,/,HomePage,c
5000.0,22000.0,5000.0,0.0,1.0,0,0,0,1,0,1.0,208.33,Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,2011.0,1.0,0.0,search,/blog/artigos/emprestimos/emprestimo-pessoal-sem-consulta-do-cpf-spc-serasa,,
7500.0,28000.0,14000.0,,0.0,0,0,0,0,0,0.0,933.33,Nissan,LIVINA 1.8 16V Flex Fuel Aut.,2010.0,1.0,0.0,search,/,HomePage,
5500.0,23000.0,12000.0,0.0,0.0,0,0,0,0,0,0.0,500.0,GM - Chevrolet,Meriva Maxx 1.8 MPFI 8V FlexPower,2008.0,1.0,1.0,search,/emprestimos/garantia-veiculo/solicitar,,
4000.0,18000.0,15000.0,0.0,0.0,0,0,0,0,0,0.0,540.09,Ford,Courier 1.6 L/ 1.6 Flex,2007.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,m
5000.0,23000.0,20700.0,13000.0,0.0,0,0,0,0,0,0.0,777.44,VW - VolksWagen,Polo SPORTLINE 1.6 Mi Total Flex 8V 5p,2007.0,1.0,0.0,seo,/blog/artigos/investimentos/procon-lista-de-sites-nao-confiaveis,,
6000.0,49000.0,6000.0,0.0,0.0,0,0,0,0,0,0.0,592.74,Renault,DUSTER Dynamique 1.6 Hi-Flex 16V Mec.,2012.0,0.0,0.0,affiliates,/usuarios/senha/editar,,
4000.0,30000.0,5000.0,,0.0,0,0,0,0,0,0.0,180.03,Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,2013.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
6000.0,40000.0,36000.0,0.0,1.0,1,1,1,0,0,1.0,1579.2,GM - Chevrolet,S10 P-Up Executive 2.4 MPFI F.Power CD,2009.0,1.0,0.0,emailaffiliates,/emprestimos/solicitar,PersonalLoan,
2648.0,23000.0,5000.0,0.0,0.0,0,0,0,0,0,0.0,161.77,Renault,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,2014.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
3500.0,20000.0,5000.0,3500.0,0.0,0,0,0,0,0,0.0,219.33,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2011.0,0.0,0.0,direct,/usuarios/senha/editar,,
3200.0,29185.0,6000.0,0.0,0.0,0,0,0,0,0,,,VW - VolksWagen,Polo Sed. COMFORT. 1.6 Mi Tot. Flex 8v,2011.0,0.0,1.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
1950.0,13994.0,10000.0,0.0,0.0,0,0,0,0,0,0.0,339.94,GM - Chevrolet,Celta Spirit 1.0 MPFI 8V FlexPower 3p,2007.0,0.0,0.0,display,/emprestimos/solicitar,PersonalLoan,c
6000.0,17000.0,5000.0,500.0,0.0,0,0,0,0,0,0.0,169.97,Fiat,Palio EX 1.0 mpi Fire/ Fire Flex 8v 2p,2007.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
1800.0,27000.0,7000.0,0.0,0.0,0,0,0,0,0,0.0,466.67,GM - Chevrolet,PRISMA  Sed. Maxx/ LT 1.4 8V ECONOF. 4p,2011.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,m
5000.0,38000.0,34194.53,18000.0,0.0,0,0,0,0,0,0.0,1500.0,Fiat,Grand Siena ESSENCE 1.6 Flex 16V,2014.0,0.0,0.0,emailaffiliates,/emprestimos/solicitar,PersonalLoan,
20000.0,34081.0,10000.0,0.0,0.0,0,0,0,0,0,,,Land Rover,Freelander HSE 2.5 V6 24V 177cv 5p,2006.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
13500.0,75000.0,25000.0,,0.0,0,0,0,0,0,0.0,1061.29,Mitsubishi,L200 Triton HPE 3.2 CD TB Int.Diesel Aut,2012.0,1.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
1500.0,20000.0,10000.0,0.0,0.0,0,0,0,0,0,0.0,416.67,GM - Chevrolet,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,2011.0,0.0,0.0,display,/emprestimos/solicitar,PersonalLoan,
3000.0,14000.0,10000.0,,0.0,0,0,0,0,0,1.0,833.33,GM - Chevrolet,Celta Spirit 1.0 MPFI VHC 8V 5p,2005.0,0.0,0.0,display,/emprestimos/solicitar,PersonalLoan,
1400.0,18000.0,5000.0,0.0,0.0,0,0,0,0,0,0.0,208.33,Fiat,Uno Mille WAY ECONOMY 1.0 F.Flex 4p,2012.0,0.0,0.0,display,/emprestimos/solicitar,PersonalLoan,
6000.0,20964.0,18867.6,0.0,0.0,0,0,0,0,0,0.0,786.15,Fiat,Palio 1.0 ECONOMY Fire Flex 8V 4p,2011.0,0.0,1.0,search,/emprestimo/garantia-veiculo,AutoRefinancing,c
4000.0,25000.0,22500.0,13732.0,0.0,0,0,0,0,0,0.0,987.0,Ford,EcoSport XLS 1.6/ 1.6 Flex 8V 5p,2007.0,0.0,0.0,,,,
6500.0,30000.0,10000.0,2.88,0.0,0,0,0,0,0,0.0,375.0,Fiat,Palio ATTRACTIVE 1.4 EVO Fire Flex 8V 5p,2013.0,0.0,0.0,search,/,HomePage,c
8000.0,26.87,20000.0,0.0,0.0,0,0,0,0,0,0.0,647.07,Nissan,MARCH S 1.6 16V Flex Fuel 5p,2013.0,1.0,1.0,seo,/,HomePage,
5000.0,20000.0,7000.0,0.0,0.0,0,0,0,0,0,0.0,1041.67,GM - Chevrolet,Astra Advant. 2.0 MPFI 8V FlexP. 5p Aut.,2008.0,0.0,1.0,search,/,HomePage,c
13552.0,28000.0,25200.0,,0.0,0,0,0,0,0,0.0,856.0,Fiat,Siena EL Celeb. 1.4 mpi Fire Flex 8V 4p,2011.0,0.0,1.0,search,/emprestimo/garantia-veiculo,AutoRefinancing,m
8000.0,10000.0,9000.0,0.0,0.0,0,0,0,0,0,0.0,494.8,Honda,CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.,2011.0,1.0,0.0,search,/,HomePage,c
2500.0,25000.0,5000.0,600.0,0.0,0,0,0,0,0,0.0,279.56,Fiat,Siena EL 1.0 mpi Fire Flex 8V 4p,2010.0,0.0,0.0,seo,/,HomePage,
11000.0,30000.0,12000.0,,0.0,0,0,0,0,0,0.0,670.95,Fiat,Idea ESSENCE 1.6 Flex 16V 5p,2011.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
9600.0,8000.0,7200.0,,1.0,0,0,0,0,0,0.0,780.0,Renault,SANDERO Expression Hi-Power 1.6 8V 5p,2015.0,1.0,0.0,referral,/emprestimos/garantia-veiculo/solicitar,,
6500.0,22315.0,10000.0,0.0,0.0,0,0,0,0,0,,,Ford,Fiesta Sed. 1.6 8V Flex 4p,2010.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
3700.0,21000.0,10000.0,3000.0,0.0,0,0,0,0,0,0.0,438.67,Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,2008.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,m
2200.0,32000.0,5000.0,3000.0,1.0,0,0,0,1,0,1.0,161.77,Honda,Civic Sedan LXS 1.8/1.8 Flex 16V Mec. 4p,2007.0,0.0,0.0,search,/emprestimos/solicitar,PersonalLoan,
9000.0,45000.0,18000.0,0.0,0.0,0,0,0,0,0,0.0,989.6,Hyundai,HB20 Premium 1.6 Flex 16V Mec.,2014.0,1.0,0.0,search,/emprestimos/garantia-veiculo/solicitar,,c
4500.0,15000.0,10000.0,0.0,1.0,1,0,0,1,1,1.0,572.81,Fiat,Palio Celebration 1.0 Fire Flex 8V 2p,2007.0,1.0,0.0,affiliates,/emprestimos/garantia-veiculo/solicitar,,
4200.0,42000.0,15000.0,12000.0,1.0,0,0,0,0,0,1.0,658.0,Peugeot,208 Allure 1.5 Flex 8V 5p,2014.0,1.0,0.0,seo,/,HomePage,
12000.0,10000.0,9000.0,,1.0,0,0,0,1,0,0.0,515.0,CHERY,CIELO Sedan 1.6 16V 119cv  4p,2012.0,0.0,0.0,search,/,HomePage,c
1800.0,20677.0,21000.0,0.0,0.0,0,0,0,0,0,,,GM - Chevrolet,Astra Comfort 2.0 MPFI FlexPower 8V 5p,2005.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
7000.0,37000.0,24000.0,,0.0,0,0,0,0,0,0.0,815.84,VW - VolksWagen,New Beetle 2.0 Mi Mec./Aut.,2008.0,1.0,1.0,,,,
2400.0,13600.0,5000.0,0.0,0.0,0,0,0,0,0,0.0,487.44,GM - Chevrolet,Corsa Sed Class.Life 1.0/1.0 FlexPower,2005.0,1.0,0.0,seo,/blog/artigos/emprestimos/fraude-na-solicitacao-de-emprestimo-cuidado,,
4500.0,8000.0,7200.0,0.0,0.0,0,0,0,0,0,0.0,780.0,Honda,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.,2013.0,0.0,0.0,remarketing,/emprestimos/garantia-veiculo/solicitar,,c
5000.0,31000.0,12000.0,0.0,0.0,0,0,0,0,0,0.0,432.07,GM - Chevrolet,AGILE LTZ 1.4 MPFI 8V FlexPower 5p,2013.0,1.0,1.0,search,/emprestimos/solicitar,PersonalLoan,c
2500.0,13881.0,6000.0,0.0,0.0,0,0,0,0,0,,,GM - Chevrolet,Celta Spirit 1.0 MPFI 8V FlexPower 3p,2007.0,0.0,1.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
6100.0,22619.0,5000.0,0.0,0.0,0,0,0,0,0,,,VW - VolksWagen,Santana COMFORTLINE 1.8 Mi 8V 4p,2006.0,0.0,0.0,affiliates,/emprestimos/garantia-veiculo/guia-bolso,,
